h2,sim_id,trait,causal_snp,p_default,p_modified,detected_default,detected_modified,log10p_default,log10p_modified,log10p_ratio
0,1,Trait_null_sim_1,I:62576,0.08775860342082388,0.13465425909993076,FALSE,FALSE,1.0567102966851205,0.8707799053468299,0.8240479042159894
0,2,Trait_null_sim_2,I:565394,0.8786152302256629,0.44147982743638836,FALSE,FALSE,0.05620127279203345,0.3550891358762517,6.318168935252045
0,3,Trait_null_sim_3,I:614095,0.24089770004230973,0.23669680538692295,FALSE,FALSE,0.6181673463848104,0.6258076035504009,1.0123595288723555
0,4,Trait_null_sim_4,I:638641,0.6508943514898708,0.285575817976764,FALSE,FALSE,0.1864894972819365,0.5442785705789512,2.918548114031891
0,5,Trait_null_sim_5,I:680197,0.14792703750713987,0.30191380900564463,FALSE,FALSE,0.8299524401546272,0.5201170226582543,0.626682924820791
0,6,Trait_null_sim_6,I:756171,0.19637641445587484,0.5586195026616608,FALSE,FALSE,0.7069106738136175,0.25288390617441864,0.35773106213005557
0,7,Trait_null_sim_7,I:781875,0.41165971573181526,0.2595896887034473,FALSE,FALSE,0.38546163018827573,0.5857125623652437,1.5195093791284933
0,8,Trait_null_sim_8,I:840826,0.8438018251944177,0.44149458402902975,FALSE,FALSE,0.07375953954787244,0.35507461969849335,4.813948431281053
0,9,Trait_null_sim_9,I:884224,0.17844291374845997,0.17981289492928434,FALSE,FALSE,0.7485006938895873,0.74517916690855,0.9955624263168322
0,10,Trait_null_sim_10,I:996230,0.5435267204973085,0.4031702618799127,FALSE,FALSE,0.26477910055784815,0.3945115092454623,1.4899646853331259
0,11,Trait_null_sim_11,I:1038867,0.8768479650762244,0.5909063641619812,FALSE,FALSE,0.05707570156251942,0.22848133256975584,4.0031278865575155
0,12,Trait_null_sim_12,I:1149835,0.8191107204285494,0.22676457407664266,FALSE,FALSE,0.08665739003307689,0.6444247914225972,7.4364666553726355
0,13,Trait_null_sim_13,I:1171021,0.6611236603836648,0.08246324062976552,FALSE,FALSE,0.1797172999707987,1.0837396023509225,6.030246406589758
0,14,Trait_null_sim_14,I:1229353,0.8565666224445156,0.876400344258234,FALSE,FALSE,0.06723885262283379,0.05729746051637336,0.8521481001137071
0,15,Trait_null_sim_15,I:1229842,0.8500587199423533,0.9954763047844453,FALSE,FALSE,0.07055107326673928,0.0019690729784462672,0.02790989402814047
0,16,Trait_null_sim_16,I:1235968,0.25451792465416495,0.8150464598872516,FALSE,FALSE,0.5942816266699751,0.08881763457588562,0.1494537784611825
0,17,Trait_null_sim_17,I:1255890,0.6357152744513392,0.4981828464142717,FALSE,FALSE,0.19673735356838426,0.3026112303038891,1.5381483221929382
0,18,Trait_null_sim_18,I:1336302,0.1469235970372578,0.35476577096108264,FALSE,FALSE,0.8329084476401848,0.4500582890653293,0.5403454489391297
0,19,Trait_null_sim_19,I:1345095,0.012813866202466282,0.1583843419396601,TRUE,FALSE,1.8923198150588416,0.8002877554821954,0.42291358422271264
0,20,Trait_null_sim_20,I:1415661,0.1493839440724642,0.3296275005589663,FALSE,FALSE,0.8256960783937765,0.48197656262181876,0.5837215111393117
0,21,Trait_null_sim_21,I:1470992,0.481138578176288,0.15099429512976362,FALSE,FALSE,0.3177298195319028,0.8210394609218458,2.5840805944227916
0,22,Trait_null_sim_22,I:1524519,0.9796861060678962,0.9725874369545905,FALSE,FALSE,0.008913051082307838,0.012071344573039289,1.3543448210456885
0,23,Trait_null_sim_23,I:1549115,0.10453369859061153,0.5862511432045372,FALSE,FALSE,0.9807436832109933,0.23191629739082517,0.23646983545335937
0,24,Trait_null_sim_24,I:1588416,0.17588029604177977,0.20029439339252617,FALSE,FALSE,0.7547828120470825,0.6983312072354636,0.925208147415925
0,25,Trait_null_sim_25,I:1698158,0.9179624350821297,0.265948288245639,FALSE,FALSE,0.03717509066187933,0.5752028006352445,15.472801555937512
0,26,Trait_null_sim_26,I:1791409,0.6250159479335606,0.6309861978341396,FALSE,FALSE,0.20410890103803828,0.19998014039141165,0.9797717756274765
0,27,Trait_null_sim_27,I:1817071,0.15020625130872792,0.059961686086128056,FALSE,FALSE,0.8233119924158074,1.2221261635554792,1.4844022373212968
0,28,Trait_null_sim_28,I:1831933,0.11237033315109475,0.03155740092914594,FALSE,TRUE,0.9493483315551692,1.5008987725288785,1.5809779431225104
0,29,Trait_null_sim_29,I:1874811,0.40510414383865434,0.10519523875378355,FALSE,FALSE,0.3924333143650242,0.9780039163586399,2.4921531392947536
0,30,Trait_null_sim_30,I:1883323,0.387670628067471,0.19102360082908998,FALSE,FALSE,0.41153710214326933,0.7189129726651317,1.746897105804217
0,31,Trait_null_sim_31,I:2020957,0.4747740439482454,0.6631379559680427,FALSE,FALSE,0.32351303208935234,0.1783961137020483,0.5514340876777303
0,32,Trait_null_sim_32,I:2049496,0.5449633116409272,0.6873534812313138,FALSE,FALSE,0.2636327345824908,0.16281986342395333,0.6176010869128504
0,33,Trait_null_sim_33,I:2118471,0.252362253298648,0.1884939658805234,FALSE,FALSE,0.5979756035088817,0.7247025479872962,1.2119266132845372
0,34,Trait_null_sim_34,I:2119977,0.9187785385580463,0.8163570388927477,FALSE,FALSE,0.03678915789872636,0.08811985827093988,2.3952670651912524
0,35,Trait_null_sim_35,I:2121257,0.7049492246353777,0.9898253422052656,FALSE,FALSE,0.15184216280264826,0.004441431269443798,0.029250316166902858
0,36,Trait_null_sim_36,I:2230008,0.7327808172054096,0.3770665275190519,FALSE,FALSE,0.13502590818693325,0.4235820185330664,3.13704254406235
0,37,Trait_null_sim_37,I:2235141,0.5074665649622357,0.4787155562817499,FALSE,FALSE,0.29459256648026266,0.3199224595087543,1.085982797635149
0,38,Trait_null_sim_38,I:2273828,0.3981292564279961,0.8768839029818661,FALSE,FALSE,0.3999759072227788,0.0570579022234097,0.14265334784684808
0,39,Trait_null_sim_39,I:2404696,0.8909441070379294,0.9284283032906532,FALSE,FALSE,0.0501495403698567,0.03225162847507379,0.6431091538868664
0,40,Trait_null_sim_40,I:2439528,0.05399450444592109,0.14541356152376164,FALSE,FALSE,1.267650440367139,0.8373950885231591,0.6605883308655905
0,41,Trait_null_sim_41,I:2608841,0.21534449267302555,0.09182492560397502,FALSE,FALSE,0.6668662306220653,1.0370394148454098,1.5550936113199796
0,42,Trait_null_sim_42,I:2752409,0.36197386417478794,0.3096833058466806,FALSE,FALSE,0.4413227859708082,0.509082205602469,1.1535370975296588
0,43,Trait_null_sim_43,I:2819038,0.18397307017465245,0.29476554966702506,FALSE,FALSE,0.7352457440040082,0.5305232754391214,0.721559124640413
0,44,Trait_null_sim_44,I:2930538,0.8735975752975209,0.535682823908145,FALSE,FALSE,0.05868858003811121,0.27109227858794355,4.61916574590664
0,45,Trait_null_sim_45,I:2948602,0.7453266567647578,0.7726147175575121,FALSE,FALSE,0.1276533458584219,0.11203702322571067,0.877666170614666
0,46,Trait_null_sim_46,I:3027318,0.48272228243476367,0.13933526951110897,FALSE,FALSE,0.3163026537085305,0.8559389380249027,2.7060757410326417
0,47,Trait_null_sim_47,I:3054046,0.502983969684068,0.3354697606002045,FALSE,FALSE,0.2984458558758624,0.47434662123671195,1.5893892037623565
0,48,Trait_null_sim_48,I:3114218,0.19712589078906437,0.16229424677559276,FALSE,FALSE,0.7052563311321538,0.7896968753549107,1.1197302888259135
0,49,Trait_null_sim_49,I:3133343,0.26757586093830105,0.419458094288484,FALSE,FALSE,0.5725530685355931,0.377311420600102,0.6589981633757435
0,50,Trait_null_sim_50,I:3136939,0.7888772708687299,0.8545193208837183,FALSE,FALSE,0.10299055665162961,0.06827811333139776,0.6629550858954154
0,51,Trait_null_sim_51,I:3143828,0.13180074899824673,0.09297327144013735,FALSE,FALSE,0.8800821217231831,1.0316418873006756,1.1722109355894443
0,52,Trait_null_sim_52,I:3150569,0.08487470904223257,0.13606404628735774,FALSE,FALSE,1.0712217015075474,0.8662566180870324,0.8086623122626583
0,53,Trait_null_sim_53,I:3190585,0.21928290292122088,0.3661297287421964,FALSE,FALSE,0.6589952281329018,0.4363650061512322,0.6621671713580739
0,54,Trait_null_sim_54,I:3262101,0.9284800686532085,0.27007781335670894,FALSE,FALSE,0.03222741466715843,0.5685110912383826,17.640604966607135
0,55,Trait_null_sim_55,I:3266089,0.8311682560266087,0.9102676268438359,FALSE,FALSE,0.08031105170657682,0.04083090243313863,0.5084095098432749
0,56,Trait_null_sim_56,I:3294094,0.5886888614699564,0.6117757383730886,FALSE,FALSE,0.23011418135769376,0.21340775013593863,0.9273993844134867
0,57,Trait_null_sim_57,I:3313010,0.28631996218733197,0.7438987881274739,FALSE,FALSE,0.5431483719728795,0.1284861487925988,0.23655810349923018
0,58,Trait_null_sim_58,I:3452865,0.667121726898491,0.8134055243928615,FALSE,FALSE,0.17579491496356492,0.08969288233075721,0.5102131785174041
0,59,Trait_null_sim_59,I:3463734,0.3501531777809551,0.7735964242574012,FALSE,FALSE,0.45574192790096457,0.11148554633052057,0.24462429174334613
0,60,Trait_null_sim_60,I:3611634,0.5662755408259521,0.3073540422559316,FALSE,FALSE,0.24697219647646645,0.5123610707555808,2.0745698425385415
0,61,Trait_null_sim_61,I:3631224,0.2826206718506743,0.08364434787625487,FALSE,FALSE,0.5487960755294218,1.077563400416916,1.9635042021344522
0,62,Trait_null_sim_62,I:3740083,0.9578325408165236,0.8305807989382396,FALSE,FALSE,0.01871041258784721,0.0806181129703695,4.308729836493963
0,63,Trait_null_sim_63,I:4012008,0.8237888525952801,0.540437579401692,FALSE,FALSE,0.08418408915686863,0.2672544598732678,3.174643362539278
0,64,Trait_null_sim_64,I:4209517,0.6298063906790032,0.09101875674253271,FALSE,FALSE,0.20079293686786898,1.0408691009714104,5.183793400344308
0,65,Trait_null_sim_65,I:4233867,0.9216846739847668,0.6048704816128891,FALSE,FALSE,0.035417634012954356,0.21833760905429475,6.164658231389358
0,66,Trait_null_sim_66,I:4251001,0.16510719754256045,0.18165757329535367,FALSE,FALSE,0.7822339940607473,0.7407464917081148,0.946962798002089
0,67,Trait_null_sim_67,I:4255551,0.993765872096471,0.5577342319237376,FALSE,FALSE,0.0027159218737216866,0.2535726990993682,93.36524056632454
0,68,Trait_null_sim_68,I:4451412,0.9478023700252032,0.6344535023306466,FALSE,FALSE,0.023282209661115633,0.19760020086821764,8.487175562130432
0,69,Trait_null_sim_69,I:4577448,0.44759760831214523,0.45190023007211444,FALSE,FALSE,0.3491122427415715,0.3449574375600921,0.9880989416216064
0,70,Trait_null_sim_70,I:4604539,0.7517967884517418,0.9707527291325131,FALSE,FALSE,0.12389953385054632,0.012891379823352084,0.10404704055547374
