h2,sim_id,trait,causal_snp,p_default,p_modified,detected_default,detected_modified,log10p_default,log10p_modified,log10p_ratio
0,1,Trait_null_sim_1,I:62576,0.4145003348985864,0.6470586640650802,FALSE,FALSE,0.3824751142221532,0.18905634324971188,0.4942971090660351
0,2,Trait_null_sim_2,I:565394,0.9178487124343728,0.862011400669374,FALSE,FALSE,0.03722889697906858,0.0644869903063113,1.7321756898295482
0,3,Trait_null_sim_3,I:614095,0.7529985403266066,0.5309581999735493,FALSE,FALSE,0.12320586567010228,0.2749396676857362,2.231546900712653
0,4,Trait_null_sim_4,I:638641,0.9430311329342134,0.9290594424306948,FALSE,FALSE,0.0254739693641084,0.031956498391967694,1.2544765966859044
0,5,Trait_null_sim_5,I:680197,0.8361660639033195,0.6297611912168384,FALSE,FALSE,0.07770746242372939,0.20082410609974466,2.584360624268942
0,6,Trait_null_sim_6,I:756171,0.12464731241486686,0.19692737523657966,FALSE,FALSE,0.9043170811070687,0.7056939075906825,0.7803611391778303
0,7,Trait_null_sim_7,I:781875,0.9306572153515068,0.8974326134441524,FALSE,FALSE,0.03121025123579868,0.046998151895138326,1.5058562502448125
0,8,Trait_null_sim_8,I:840826,0.8992651615060794,0.7479833294116687,FALSE,FALSE,0.04611223129324904,0.12610808131361548,2.73480761561148
0,9,Trait_null_sim_9,I:884224,0.7020964671466412,0.678622275989105,FALSE,FALSE,0.15360321227023785,0.16837188860430533,1.0961482257811417
0,10,Trait_null_sim_10,I:996230,0.8572461147857409,0.9435493317221054,FALSE,FALSE,0.06689447451974018,0.02523538862611557,0.37724174989473536
0,11,Trait_null_sim_11,I:1038867,0.8731736887516548,0.8554573717319081,FALSE,FALSE,0.0588993593143967,0.0678016268977069,1.1511437083006475
0,12,Trait_null_sim_12,I:1149835,0.8118371018812651,0.842271758887257,FALSE,FALSE,0.09053110481215348,0.07454776082460239,0.8234491446810954
0,13,Trait_null_sim_13,I:1171021,0.4855538548919598,0.49552503091596056,FALSE,FALSE,0.31376259359269665,0.3049344027042136,0.9718634691682109
0,14,Trait_null_sim_14,I:1229353,0.5976027396351211,0.7998334929053899,FALSE,FALSE,0.22358742021928368,0.0970004138066004,0.4338366340622702
0,15,Trait_null_sim_15,I:1229842,0.5594854761066423,0.6031426161875487,FALSE,FALSE,0.2522111830026759,0.21957998454311006,0.8706195416433233
0,16,Trait_null_sim_16,I:1235968,0.12291397330660214,0.14226165016786588,FALSE,FALSE,0.9103987421339533,0.8469121579983405,0.9302650792478011
0,17,Trait_null_sim_17,I:1255890,0.16130854016101903,0.22280315046022695,FALSE,FALSE,0.79234263914159,0.6520786724847606,0.8229756172042074
0,18,Trait_null_sim_18,I:1336302,0.03200735470961303,0.0640203279549848,TRUE,FALSE,1.4947502172176386,1.1936821054390685,0.7985829951314641
0,19,Trait_null_sim_19,I:1345095,0.6402225319508532,0.8086822085029675,FALSE,FALSE,0.1936690453906917,0.09222211152519684,0.47618405584204576
0,20,Trait_null_sim_20,I:1415661,0.874696424035856,0.9540247295470706,FALSE,FALSE,0.05814264896870418,0.020440367678886583,0.351555493969475
0,21,Trait_null_sim_21,I:1470992,0.11411700858690763,0.06404044602618195,FALSE,FALSE,0.9426496212703651,1.1935456519864194,1.2661604323119902
0,22,Trait_null_sim_22,I:1524519,0.02958402043571007,0.033850279647574165,TRUE,TRUE,1.5289428061878412,1.4704377391236916,0.9617349538338703
0,23,Trait_null_sim_23,I:1549115,0.9254157831264285,0.8854927069297178,FALSE,FALSE,0.03366309780536511,0.05281501138324922,1.568929029901453
0,24,Trait_null_sim_24,I:1588416,0.5083323525426108,0.49497286734722235,FALSE,FALSE,0.2938522489760243,0.3054186068933834,1.039361134575842
0,25,Trait_null_sim_25,I:1698158,0.5943163812990172,0.9701131597941697,FALSE,FALSE,0.22598229900357425,0.013177604076223644,0.05831254985159356
0,26,Trait_null_sim_26,I:1791409,0.6480798388733007,0.6618000604539716,FALSE,FALSE,0.18837148881110796,0.17927319750432374,0.9517002739416279
0,27,Trait_null_sim_27,I:1817071,0.7011628080411128,0.9106981107105664,FALSE,FALSE,0.1541811283610331,0.040625564389158375,0.26349245735203647
0,28,Trait_null_sim_28,I:1831933,0.5621492864673603,0.6558425450815317,FALSE,FALSE,0.25014833624692273,0.18320041368858747,0.7323671084014302
0,29,Trait_null_sim_29,I:1874811,0.9175460680674692,0.9921362869989335,FALSE,FALSE,0.037372121511591944,0.0034286659243365097,0.09174394670832425
0,30,Trait_null_sim_30,I:1883323,0.4456782501465274,0.5298933592711548,FALSE,FALSE,0.3509785597029826,0.2758115231162891,0.7858358167225258
0,31,Trait_null_sim_31,I:2020957,0.049332071312176505,0.029164196422586035,TRUE,TRUE,1.3068706493754154,1.5351499854278479,1.1746763049285196
0,32,Trait_null_sim_32,I:2049496,0.8081281455809586,0.7916499370391185,FALSE,FALSE,0.09251976731205795,0.10146681843671178,1.096704211268458
0,33,Trait_null_sim_33,I:2118471,0.4144285937537291,0.4479709186693914,FALSE,FALSE,0.3825502878162643,0.3487501785718401,0.9116453174369114
0,34,Trait_null_sim_34,I:2119977,0.11624869505247187,0.06898578558595884,FALSE,FALSE,0.9346119135751401,1.1612403857487057,1.2424840395053935
0,35,Trait_null_sim_35,I:2121257,0.9295434353555814,0.9787860963558042,FALSE,FALSE,0.03173031186893805,0.009312208424089056,0.2934798895943129
0,36,Trait_null_sim_36,I:2230008,0.6377400087083206,0.7285489599555581,FALSE,FALSE,0.1953563366332386,0.13754125745053514,0.7040532179345412
0,37,Trait_null_sim_37,I:2235141,0.3661920263224999,0.4116573080761321,FALSE,FALSE,0.43629111651122116,0.3854641702343267,0.8835022205280515
0,38,Trait_null_sim_38,I:2273828,0.6236608775609382,0.6565737779915712,FALSE,FALSE,0.20505149852110924,0.18271646595783375,0.891075984694761
0,39,Trait_null_sim_39,I:2404696,0.9199024213792878,0.8990049705057894,FALSE,FALSE,0.03625823798494743,0.04623790709072108,1.27523866741447
0,40,Trait_null_sim_40,I:2439528,0.9660503056045331,0.9922089918514865,FALSE,FALSE,0.015000257769174016,0.003396841506860376,0.22645220896410115
